time,alkalinity_mgl,co2_mgl,h2s_ugl,o2_mgl,o2_sat
2022-06-29T18:13:02.952915Z,81.15,2.67,0.01,10.32,100.52
2022-06-29T18:14:03.727495Z,,,,,100.5
2022-06-29T18:15:03.725635Z,82.07,2.67,0.01,,
2022-06-29T18:16:03.693315Z,81.65,2.66,0.0,10.32,100.49
2022-06-29T18:17:04.399376Z,,,,,100.48
2022-06-29T18:18:05.094791Z,81.84,2.68,0.01,,
2022-06-29T18:19:05.642119Z,81.68,2.65,0.0,10.32,100.49
2022-06-29T18:20:06.577038Z,,,,,100.49
2022-06-29T18:21:07.323457Z,81.94,2.67,0.01,,
2022-06-29T18:22:08.126385Z,82.16,2.69,0.0,10.32,100.48
2022-06-29T18:23:08.351972Z,,,,,100.49
2022-06-29T18:24:09.222233Z,81.73,2.66,0.01,,
2022-06-29T18:25:09.331557Z,80.72,2.65,0.02,10.32,100.47
2022-06-29T18:26:09.833430Z,,,,,100.48
2022-06-29T18:27:10.640842Z,82.53,2.69,0.01,,
2022-06-29T18:28:10.979309Z,82.32,,0.01,10.32,100.48
2022-06-29T18:29:11.439517Z,,,,,100.49
2022-06-29T18:30:12.141188Z,82.17,2.69,0.0,,
2022-06-29T18:31:12.905690Z,81.95,2.68,0.01,10.32,100.48
2022-06-29T18:33:13.271753Z,82.45,2.68,0.01,,
2022-06-29T18:34:13.788919Z,80.96,2.64,0.0,10.32,100.47
2022-06-29T18:35:14.081700Z,,,,,100.48
2022-06-29T18:36:14.167657Z,81.58,2.67,0.01,,
2022-06-29T18:37:14.948487Z,82.14,,,10.32,100.45
2022-06-29T18:38:15.448368Z,,2.67,0.01,10.32,100.47
2022-06-29T18:39:15.644547Z,81.63,2.66,0.01,,
2022-06-29T18:40:16.718771Z,,,,10.31,100.43
2022-06-29T18:41:16.788428Z,81.38,2.66,0.0,,
2022-06-29T18:42:17.524914Z,81.82,2.69,0.0,10.32,100.48
2022-06-29T18:43:18.178395Z,,,,10.32,100.47
2022-06-29T18:44:18.171862Z,80.75,2.65,-0.01,,
2022-06-29T18:45:18.164108Z,81.37,2.66,0.01,10.32,100.48
2022-06-29T18:46:18.848466Z,,,,10.32,100.46
2022-06-29T18:47:19.226566Z,81.21,2.65,0.02,,
2022-06-29T18:48:19.490876Z,82.2,2.68,0.02,10.32,100.47
2022-06-29T18:49:19.934455Z,,,,10.31,100.42
2022-06-29T18:50:19.929923Z,81.26,2.66,,,
2022-06-29T18:51:20.503492Z,82.32,2.68,0.01,,100.42
2022-06-29T18:52:20.679280Z,,,,10.32,100.44
2022-06-29T18:53:21.214404Z,83.65,2.72,0.01,,
2022-06-29T18:54:21.895425Z,82.74,2.7,-0.01,10.32,100.47
2022-06-29T18:55:22.241348Z,,,,10.31,100.43
2022-06-29T18:56:22.265310Z,83.81,2.73,0.01,,
2022-06-29T18:57:22.258131Z,83.17,2.72,,,100.42
2022-06-29T18:58:22.591154Z,,,,10.31,100.43
2022-06-29T18:59:22.834139Z,82.38,2.69,0.01,,
2022-06-29T19:00:22.853101Z,81.64,2.67,0.01,10.31,100.43
2022-06-29T19:01:23.103948Z,,,,10.31,
2022-06-29T19:02:23.400305Z,81.43,2.65,,,
2022-06-29T19:03:24.324950Z,80.81,2.63,0.01,10.32,100.47
2022-06-29T19:04:24.734609Z,,,,10.31,100.48
2022-06-29T19:05:24.799900Z,80.73,2.62,0.02,,
2022-06-29T19:06:25.126744Z,,,,,100.48
2022-06-29T19:07:26.017736Z,79.5,,0.0,10.31,100.42
2022-06-29T19:08:26.286840Z,80.01,2.62,0.01,,
2022-06-29T19:09:26.478009Z,,,,,100.43
2022-06-29T19:10:27.176340Z,79.75,2.6,0.01,,
2022-06-29T19:11:27.914701Z,79.03,2.58,,10.31,100.39
2022-06-29T19:12:28.170093Z,,,,,100.44
2022-06-29T19:13:28.925150Z,79.7,2.6,,,
2022-06-29T19:14:29.705154Z,79.59,2.6,0.0,10.31,100.44
2022-06-29T19:15:30.480274Z,,,,,100.46
2022-06-29T19:16:30.922824Z,79.44,2.61,0.0,,
2022-06-29T19:17:30.996492Z,79.57,2.58,0.0,10.31,100.45
2022-06-29T19:18:31.091230Z,,,,,100.42
2022-06-29T19:19:31.606377Z,80.27,2.63,0.0,,
2022-06-29T19:20:31.652114Z,80.04,2.61,,10.3,100.37
2022-06-29T19:21:31.869534Z,,,,,100.4
2022-06-29T19:22:32.272965Z,79.71,2.6,0.01,,
2022-06-29T19:23:32.691233Z,79.24,2.59,0.0,10.3,100.37
2022-06-29T19:24:33.117978Z,,,,,100.37
2022-06-29T19:25:33.478305Z,80.02,2.61,0.0,,
2022-06-29T19:26:33.478214Z,78.85,2.58,-0.0,10.29,100.32
2022-06-29T19:27:33.617034Z,,,,10.29,100.31
2022-06-29T19:28:33.851676Z,79.75,2.6,-0.0,,
2022-06-29T19:29:33.876123Z,79.72,,,,100.31
2022-06-29T19:30:34.258767Z,,2.61,0.0,10.3,100.29
2022-06-29T19:31:34.149472Z,79.61,2.6,-0.0,,
2022-06-29T19:32:34.476494Z,,,,10.3,100.29
2022-06-29T19:33:34.684744Z,78.68,2.57,0.01,,
2022-06-29T19:34:34.667727Z,78.8,2.57,0.01,10.29,100.2
2022-06-29T19:35:34.945059Z,,,,10.28,100.16
2022-06-29T19:36:35.304843Z,79.71,2.62,0.0,,
2022-06-29T19:37:35.315042Z,80.94,2.64,0.01,,100.11
2022-06-29T19:38:35.421496Z,,,,10.28,100.13
2022-06-29T19:39:35.467616Z,79.5,2.61,0.01,,
2022-06-29T19:40:35.472452Z,81.05,2.66,0.01,,100.13
2022-06-29T19:41:35.798528Z,,,,10.27,100.07
2022-06-29T19:42:35.889268Z,79.1,2.57,0.0,,
2022-06-29T19:43:35.907296Z,79.14,2.59,-0.01,,100.06
2022-06-29T19:44:36.218580Z,,,,10.27,100.06
2022-06-29T19:45:36.699427Z,79.96,2.61,0.0,,
2022-06-29T19:46:37.425113Z,,,,10.27,100.02
2022-06-29T19:47:37.545543Z,79.04,2.58,,10.27,100.02
2022-06-29T19:48:37.677537Z,78.7,2.59,-0.0,,
2022-06-29T19:49:37.887436Z,,,,10.26,100.0
2022-06-29T19:50:37.751096Z,79.95,2.61,,,
2022-06-29T19:51:37.968241Z,79.36,2.6,0.02,,99.96
2022-06-29T19:52:38.200959Z,,,,10.26,99.96
2022-06-29T19:53:39.066602Z,79.28,2.6,0.0,,
2022-06-29T19:54:39.347183Z,79.56,2.61,-0.0,,99.95
2022-06-29T19:55:39.996616Z,,,,10.26,99.94
2022-06-29T19:56:40.800132Z,79.13,2.59,-0.0,,
2022-06-29T19:57:41.374976Z,79.4,,0.0,,99.92
2022-06-29T19:58:41.526757Z,,,,10.26,99.91
2022-06-29T19:59:41.481494Z,79.11,2.58,0.0,,
2022-06-29T20:00:41.577307Z,79.81,2.61,,10.25,99.85
2022-06-29T20:01:41.863754Z,,,,,99.84
2022-06-29T20:02:42.012888Z,79.12,2.59,0.01,,
2022-06-29T20:03:42.330722Z,80.21,2.63,0.0,10.25,99.77
2022-06-29T20:04:42.676872Z,,,,,99.81
2022-06-29T20:05:42.809180Z,81.21,2.65,0.01,,
2022-06-29T20:06:43.647048Z,80.88,2.64,0.01,10.25,99.8
2022-06-29T20:07:43.825452Z,,,,10.24,99.73
2022-06-29T20:08:43.776083Z,79.84,2.6,-0.0,,
2022-06-29T20:09:43.916461Z,,,,,99.73
2022-06-29T20:10:43.926453Z,79.09,2.59,0.0,10.24,99.69
2022-06-29T20:11:44.206324Z,79.82,2.61,,,
2022-06-29T20:12:45.141743Z,,,,10.23,
2022-06-29T20:13:45.135530Z,79.47,2.58,-0.0,,
2022-06-29T20:14:45.459035Z,79.3,2.6,0.0,10.23,
2022-06-29T20:15:46.151258Z,,,,10.23,99.59
2022-06-29T20:16:46.808438Z,80.1,2.61,0.01,,
2022-06-29T20:17:47.619915Z,79.72,2.6,0.0,10.22,99.56
2022-06-29T20:18:48.099074Z,,,,10.22,99.57
2022-06-29T20:19:48.392266Z,80.13,2.63,,,
2022-06-29T20:20:48.857763Z,80.72,2.63,-0.0,10.23,99.57
2022-06-29T20:21:49.348582Z,,,,10.22,99.56
2022-06-29T20:22:49.726604Z,79.47,2.59,0.0,,
2022-06-29T20:23:49.864830Z,79.51,2.6,0.01,10.21,99.47
2022-06-29T20:24:50.071987Z,,,,10.22,99.48
2022-06-29T20:25:49.994063Z,79.9,2.62,0.0,,
2022-06-29T20:26:50.070674Z,79.47,2.59,0.02,10.22,99.47
2022-06-29T20:27:50.482382Z,,,,10.21,99.45
2022-06-29T20:28:50.428183Z,80.12,,0.0,,
2022-06-29T20:29:50.471521Z,80.37,2.63,0.01,,99.43
2022-06-29T20:30:50.823191Z,,,,10.21,99.4
2022-06-29T20:31:51.266502Z,80.46,2.61,0.0,,
2022-06-29T20:32:51.300230Z,79.91,,,,99.28
2022-06-29T20:33:52.137491Z,,2.63,,10.2,99.29
2022-06-29T20:34:52.173890Z,80.52,2.63,0.0,,
2022-06-29T20:35:52.666308Z,,,,10.19,99.3
2022-06-29T20:36:52.897185Z,80.11,2.61,0.01,,
2022-06-29T20:37:52.880861Z,79.17,2.59,,10.19,99.19
2022-06-29T20:38:53.004813Z,,,,10.19,99.2
2022-06-29T20:39:53.280308Z,79.26,2.58,-0.0,,
2022-06-29T20:40:53.865214Z,79.45,2.6,0.0,10.19,99.21
2022-06-29T20:41:54.419398Z,,,,10.19,99.22
2022-06-29T20:42:54.795760Z,79.0,2.58,0.0,,
2022-06-29T20:43:54.992128Z,79.07,2.59,-0.0,,99.2
2022-06-29T20:44:55.145479Z,,,,10.18,99.19
2022-06-29T20:45:55.168814Z,79.2,,-0.0,,
2022-06-29T20:46:55.199131Z,79.09,2.57,0.0,,99.12
2022-06-29T20:47:55.592111Z,,,,10.18,99.15
2022-06-29T20:48:55.771387Z,78.87,,0.01,,
2022-06-29T20:49:56.435164Z,80.01,2.62,0.02,,99.08
2022-06-29T20:50:56.614850Z,,,,10.17,99.1
2022-06-29T20:51:56.946071Z,79.26,2.59,0.01,,
2022-06-29T20:52:57.097331Z,79.88,2.61,0.0,,99.03
2022-06-29T20:53:57.199210Z,,,,10.17,99.04
2022-06-29T20:54:57.113429Z,81.4,2.67,-0.0,,
2022-06-29T20:55:57.786670Z,80.05,2.59,0.01,,98.98
2022-06-29T20:56:58.150843Z,,,,10.16,98.95
2022-06-29T20:57:58.301712Z,79.69,2.62,-0.01,,
2022-06-29T20:58:59.336857Z,,,,,98.94
2022-06-29T20:59:59.292925Z,79.94,2.59,-0.0,10.16,98.92
2022-06-29T21:00:59.314690Z,78.36,2.58,0.0,,
2022-06-29T21:01:59.928573Z,,,,10.15,98.88
2022-06-29T21:02:59.719944Z,79.63,2.61,0.0,,
2022-06-29T21:04:00.052165Z,79.32,2.58,-0.0,10.15,98.85
2022-06-29T21:05:00.698257Z,,,,,98.87
2022-06-29T21:06:01.227214Z,79.09,2.59,0.0,,
2022-06-29T21:07:01.406064Z,78.63,2.56,-0.0,,98.79
2022-06-29T21:08:02.146133Z,,,,10.14,98.77
2022-06-29T21:09:02.299211Z,79.6,2.59,-0.0,,
2022-06-29T21:10:02.621821Z,79.07,2.59,-0.0,10.14,98.76
2022-06-29T21:11:03.099924Z,,,,10.14,98.81
2022-06-29T21:12:03.814780Z,79.57,2.59,0.0,,
2022-06-29T21:13:04.327358Z,78.83,2.58,,10.13,98.78
2022-06-29T21:14:04.880331Z,,,,10.14,98.75
2022-06-29T21:15:04.921162Z,79.44,2.61,0.01,,
2022-06-29T21:16:05.444576Z,,,,10.13,98.74
2022-06-29T21:17:06.045087Z,80.24,2.63,-0.0,10.13,98.77
2022-06-29T21:18:06.121944Z,79.85,2.59,0.0,,
2022-06-29T21:19:06.332330Z,78.6,2.57,0.01,10.13,98.72
2022-06-29T21:20:06.665192Z,,,,10.13,98.68
2022-06-29T21:21:07.143130Z,80.11,2.61,0.01,,
2022-06-29T21:22:08.090447Z,79.06,,,10.12,98.68
2022-06-29T21:23:08.240261Z,,2.54,0.0,,98.63
2022-06-29T21:24:09.000414Z,78.73,2.59,0.01,,
2022-06-29T21:25:09.049428Z,,,,,98.63
2022-06-29T21:26:09.756333Z,78.69,2.56,0.0,,
2022-06-29T21:27:09.869800Z,78.91,2.59,0.01,10.12,98.63
2022-06-29T21:29:10.185940Z,77.9,2.56,-0.02,,
2022-06-29T21:30:10.236577Z,78.71,2.57,0.01,10.12,98.61
2022-06-29T21:31:10.403968Z,,,,10.11,98.57
2022-06-29T21:32:10.294409Z,77.73,2.54,0.01,,
2022-06-29T21:33:10.638315Z,78.08,2.55,0.0,,98.57
2022-06-29T21:34:11.338100Z,,,,10.11,98.53
2022-06-29T21:35:11.728461Z,78.24,2.56,0.01,,
2022-06-29T21:36:11.795751Z,77.32,2.53,0.0,,98.52
2022-06-29T21:37:12.678099Z,,,,10.1,98.49
2022-06-29T21:38:12.499316Z,78.2,2.56,-0.01,,
2022-06-29T21:39:13.003172Z,78.61,2.57,0.01,10.1,98.47
2022-06-29T21:40:13.445295Z,,,,10.09,98.39
2022-06-29T21:41:13.415060Z,79.54,,0.0,,
2022-06-29T21:42:13.821557Z,79.25,2.59,-0.01,10.09,98.36
2022-06-29T21:43:13.945759Z,,,,10.09,98.35
2022-06-29T21:44:14.038029Z,78.77,2.57,0.01,,
2022-06-29T21:45:14.623070Z,78.41,,,10.09,98.3
2022-06-29T21:46:14.779895Z,,2.56,-0.0,10.08,
2022-06-29T21:47:14.706644Z,78.08,2.56,-0.01,,
2022-06-29T21:48:15.411865Z,,,,10.09,
2022-06-29T21:49:15.992705Z,79.12,2.57,-0.0,,
2022-06-29T21:50:15.974467Z,78.19,2.55,0.01,10.08,98.26
2022-06-29T21:51:16.627837Z,,,,10.08,98.25
2022-06-29T21:52:16.491324Z,78.48,2.57,-0.0,,
2022-06-29T21:53:16.985509Z,78.25,2.56,,10.08,98.23
2022-06-29T21:54:17.851679Z,,,,10.08,98.22
2022-06-29T21:55:18.071056Z,78.7,2.58,,,
2022-06-29T21:56:18.834246Z,78.79,2.56,0.0,10.08,98.2
2022-06-29T21:57:19.335441Z,,,,10.08,
2022-06-29T21:58:19.921844Z,78.58,2.57,-0.0,,
2022-06-29T21:59:20.928488Z,77.71,2.53,0.01,10.08,98.2
2022-06-29T22:00:21.540172Z,,,,10.08,
2022-06-29T22:01:21.954355Z,77.78,2.53,0.01,,
2022-06-29T22:02:22.438824Z,77.34,,-0.01,10.08,98.2
2022-06-29T22:03:22.699638Z,,,,10.07,98.19
2022-06-29T22:04:22.895313Z,77.13,2.52,0.01,,
2022-06-29T22:05:22.935546Z,77.47,2.54,-0.01,10.07,98.17
2022-06-29T22:06:23.150847Z,,,,10.07,98.15
2022-06-29T22:07:23.523100Z,78.59,2.59,0.01,,
2022-06-29T22:08:23.546554Z,79.56,2.6,0.0,10.07,98.12
2022-06-29T22:09:24.563235Z,,,,10.06,98.09
2022-06-29T22:10:24.538445Z,78.52,2.57,0.0,,
2022-06-29T22:11:24.680587Z,,,,,98.08
2022-06-29T22:12:24.843318Z,78.69,2.57,0.0,10.06,98.09
2022-06-29T22:13:24.867298Z,78.68,2.57,-0.0,,
2022-06-29T22:14:25.200545Z,,,,10.06,98.03
2022-06-29T22:15:25.292934Z,78.2,2.55,0.01,,
2022-06-29T22:16:25.539371Z,78.44,2.57,0.0,,98.04
2022-06-29T22:17:26.166654Z,,,,10.06,98.03
2022-06-29T22:18:26.314275Z,77.84,2.55,0.0,,
2022-06-29T22:19:26.436730Z,78.0,2.55,,10.05,97.96
2022-06-29T22:20:26.833017Z,,,,10.06,98.0
2022-06-29T22:21:27.473451Z,78.07,2.55,0.01,,
2022-06-29T22:22:27.472193Z,78.04,2.55,0.01,10.06,98.01
2022-06-29T22:23:27.674334Z,,,,10.05,98.01
2022-06-29T22:24:28.053968Z,76.81,2.52,0.0,,
2022-06-29T22:25:28.074755Z,77.45,2.54,-0.01,10.05,
2022-06-29T22:26:28.406613Z,,,,10.05,97.97
2022-06-29T22:27:28.432563Z,76.83,2.51,0.0,,
2022-06-29T22:28:28.595255Z,77.2,2.54,0.0,10.05,98.0
2022-06-29T22:29:28.933521Z,,,,,97.93
2022-06-29T22:30:28.868487Z,77.09,2.51,0.0,,
2022-06-29T22:31:29.270321Z,,,,10.04,97.87
2022-06-29T22:32:29.738309Z,78.13,2.55,-0.0,10.04,
2022-06-29T22:33:30.117705Z,77.87,2.55,-0.01,,
2022-06-29T22:34:30.405247Z,,,,10.04,97.87
2022-06-29T22:35:30.444409Z,79.07,2.58,-0.01,10.04,
2022-06-29T22:36:30.350016Z,78.78,2.57,-0.0,,
2022-06-29T22:37:31.158232Z,,,,10.04,97.85
2022-06-29T22:38:31.122825Z,78.76,2.56,0.01,,
2022-06-29T22:39:31.701529Z,77.62,2.53,-0.01,,97.82
2022-06-29T22:40:32.529563Z,,,,10.04,
2022-06-29T22:41:32.569816Z,78.58,2.55,0.01,,
2022-06-29T22:42:33.332486Z,77.57,2.53,-0.0,,97.81
2022-06-29T22:43:33.733781Z,,,,10.04,97.82
2022-06-29T22:44:33.811923Z,77.01,2.5,-0.01,,
2022-06-29T22:45:34.279213Z,77.7,2.55,-0.0,10.04,97.81
2022-06-29T22:46:35.006745Z,,,,10.03,97.81
2022-06-29T22:47:35.664639Z,78.19,2.56,,,
2022-06-29T22:48:35.725965Z,77.84,2.54,-0.01,10.03,97.8
2022-06-29T22:49:36.043417Z,,,,10.03,97.76
2022-06-29T22:50:36.056786Z,76.94,2.51,,,
2022-06-29T22:51:36.072894Z,76.7,2.5,-0.0,10.03,97.77
2022-06-29T22:52:36.223007Z,,,,,97.76
2022-06-29T22:53:36.258984Z,77.8,2.55,0.0,,
2022-06-29T22:54:36.520253Z,78.26,2.56,,10.03,
2022-06-29T22:55:36.802220Z,,,,,97.75
2022-06-29T22:56:37.186393Z,77.7,2.54,0.0,,
2022-06-29T22:57:37.816403Z,78.39,2.57,,10.03,97.76
2022-06-29T22:58:38.834105Z,,,,,97.77
2022-06-29T22:59:39.022896Z,77.91,2.56,0.0,,
2022-06-29T23:00:39.391069Z,,,,10.03,97.74
2022-06-29T23:01:40.044917Z,78.08,2.55,0.01,10.03,97.75
2022-06-29T23:02:41.083909Z,76.92,2.52,0.0,,
2022-06-29T23:03:41.598327Z,,,,,97.75
2022-06-29T23:04:42.317835Z,77.62,2.55,-0.01,,
2022-06-29T23:05:42.436537Z,78.15,2.54,-0.01,10.02,97.73
2022-06-29T23:06:42.607346Z,,,,,97.73
2022-06-29T23:07:43.048007Z,77.76,2.53,-0.0,,
2022-06-29T23:08:43.367782Z,77.46,2.54,-0.0,10.02,97.73
2022-06-29T23:09:43.639196Z,,,,,97.72
2022-06-29T23:10:43.854322Z,77.35,,0.01,,
2022-06-29T23:11:43.868886Z,76.57,2.49,-0.0,10.02,97.75
2022-06-29T23:12:43.964063Z,,,,,97.74
2022-06-29T23:13:44.213596Z,77.69,2.55,-0.0,,
2022-06-29T23:14:44.949099Z,,,,,97.73
2022-06-29T23:15:45.493814Z,77.91,2.54,-0.0,10.02,97.74
2022-06-29T23:16:45.412237Z,78.12,2.55,-0.02,,
2022-06-29T23:17:46.246258Z,77.86,2.54,-0.01,,97.7
2022-06-29T23:18:46.844955Z,,,,10.01,97.7
2022-06-29T23:19:46.852838Z,77.71,2.56,0.0,,
2022-06-29T23:20:47.281853Z,78.36,,-0.01,10.01,97.7
2022-06-29T23:21:47.776256Z,,,,10.01,97.7
2022-06-29T23:22:48.076252Z,78.86,2.57,-0.01,,
2022-06-29T23:23:48.866277Z,,,,10.01,97.68
2022-06-29T23:24:48.911161Z,78.52,2.57,-0.0,10.01,97.67
2022-06-29T23:25:49.391994Z,78.35,2.56,-0.0,,
2022-06-29T23:26:50.430125Z,,,,10.01,97.72
2022-06-29T23:27:50.731788Z,78.63,2.56,-0.0,,
2022-06-29T23:28:50.819224Z,78.0,2.55,-0.0,10.01,97.7
2022-06-29T23:29:51.524866Z,,,,10.01,97.66
2022-06-29T23:30:51.789431Z,77.94,2.56,0.0,,
2022-06-29T23:31:51.822932Z,78.04,2.54,-0.0,10.01,97.66
2022-06-29T23:32:52.547388Z,,,,10.01,97.68
2022-06-29T23:33:53.463754Z,77.72,2.54,-0.0,,
2022-06-29T23:34:53.415760Z,77.43,2.53,0.01,10.01,97.65
2022-06-29T23:35:54.376645Z,,,,10.01,97.68
2022-06-29T23:36:54.506756Z,76.62,2.51,0.01,,
2022-06-29T23:37:54.520930Z,77.33,2.53,-0.01,10.01,97.63
2022-06-29T23:38:54.658588Z,,,,,97.69
2022-06-29T23:39:54.674725Z,77.01,2.51,-0.01,,
2022-06-29T23:40:55.522962Z,76.99,2.51,-0.01,10.01,97.64
2022-06-29T23:41:55.897502Z,,,,,97.68
2022-06-29T23:42:56.651608Z,77.6,2.54,-0.01,,
2022-06-29T23:43:57.486299Z,78.26,2.56,-0.0,10.01,97.67
2022-06-29T23:44:57.821891Z,,,,,97.67
2022-06-29T23:45:58.176155Z,77.79,2.54,0.01,,
2022-06-29T23:46:58.165979Z,78.34,2.56,-0.01,10.01,
2022-06-29T23:47:58.647321Z,,,,,97.66
2022-06-29T23:48:58.840501Z,78.53,2.56,,,
2022-06-29T23:49:59.384149Z,78.06,,,10.01,97.64
2022-06-29T23:50:59.772918Z,,2.54,0.0,,97.65
2022-06-29T23:52:00.196235Z,77.65,,-0.0,,
2022-06-29T23:53:01.287705Z,,,,10.01,97.62
2022-06-29T23:54:01.234000Z,77.61,2.52,-0.01,,
2022-06-29T23:55:01.196777Z,76.24,2.5,-0.01,10.01,97.64
2022-06-29T23:56:01.311372Z,,,,10.01,97.61
2022-06-29T23:57:01.364915Z,77.37,2.53,0.0,,
2022-06-29T23:58:01.329342Z,76.79,2.51,,10.0,97.59
2022-06-29T23:59:01.671380Z,,,,10.0,
2022-06-30T00:00:01.745485Z,76.42,2.49,0.0,,
2022-06-30T00:01:01.770725Z,76.88,2.53,-0.01,10.0,97.6
2022-06-30T00:02:02.192246Z,,,,10.0,97.59
2022-06-30T00:03:02.536580Z,76.35,2.5,,,
2022-06-30T00:04:02.603272Z,77.35,2.53,-0.0,10.0,
2022-06-30T00:05:02.792426Z,,,,10.0,97.59
2022-06-30T00:06:03.331253Z,76.09,2.5,-0.0,,
2022-06-30T00:07:03.731675Z,77.03,2.52,0.0,,97.6
2022-06-30T00:08:04.016400Z,,,,10.0,97.59
2022-06-30T00:09:04.839431Z,76.71,2.5,-0.01,,
2022-06-30T00:10:05.085516Z,76.87,,,,
2022-06-30T00:11:05.165009Z,,2.52,,10.0,97.59
2022-06-30T00:12:05.191550Z,77.06,,-0.0,,
2022-06-30T00:14:05.432532Z,77.86,2.56,-0.01,10.0,97.59
2022-06-30T00:15:06.148148Z,77.76,2.53,0.01,,
2022-06-30T00:16:06.611473Z,,,,,97.6
2022-06-30T00:17:06.643130Z,77.36,2.52,-0.01,,
2022-06-30T00:18:07.511610Z,77.38,2.54,-0.0,10.0,97.56
2022-06-30T00:19:08.367451Z,,,,,97.55
2022-06-30T00:20:08.745960Z,76.65,2.5,-0.01,,
2022-06-30T00:21:09.240847Z,76.15,2.49,-0.01,10.0,97.54
2022-06-30T00:22:10.142992Z,,,,,97.55
2022-06-30T00:23:10.323584Z,77.62,2.54,-0.0,,
2022-06-30T00:24:10.746894Z,76.82,2.51,-0.0,10.0,97.54
2022-06-30T00:25:11.322497Z,,,,,97.55
2022-06-30T00:26:11.651493Z,76.25,2.49,-0.01,,
2022-06-30T00:27:11.837337Z,76.76,2.49,-0.0,,97.58
2022-06-30T00:28:12.171759Z,,,,10.0,97.57
2022-06-30T00:29:12.694409Z,76.77,2.5,-0.01,,
2022-06-30T00:30:13.618389Z,76.0,2.47,,,97.57
2022-06-30T00:31:14.108150Z,,,,10.0,97.57
2022-06-30T00:32:14.581809Z,76.34,2.49,0.0,,
2022-06-30T00:33:15.075148Z,75.74,2.47,0.0,,97.54
2022-06-30T00:34:15.302801Z,,,,10.0,97.56
2022-06-30T00:35:15.244511Z,76.82,2.5,,,
2022-06-30T00:36:15.665684Z,75.68,2.47,-0.01,,97.55
2022-06-30T00:37:16.371531Z,,,,10.0,97.55
2022-06-30T00:38:16.304695Z,75.27,2.46,,,
2022-06-30T00:39:17.001442Z,,,,,97.55
2022-06-30T00:40:17.480306Z,77.44,2.52,0.0,10.0,97.54
2022-06-30T00:41:18.005724Z,76.85,2.52,-0.0,,
2022-06-30T00:42:18.220089Z,,,,10.0,97.56
2022-06-30T00:43:18.937399Z,77.09,2.53,0.0,,
2022-06-30T00:44:19.373368Z,77.11,2.52,0.0,,97.57
2022-06-30T00:45:19.683262Z,,,,9.99,97.51
2022-06-30T00:46:19.775984Z,77.36,2.52,0.01,,
2022-06-30T00:47:19.765728Z,76.37,2.5,-0.01,10.0,97.54
2022-06-30T00:48:20.241820Z,,,,10.0,
2022-06-30T00:49:20.197460Z,77.02,2.52,-0.02,,
2022-06-30T00:50:20.788924Z,77.63,2.53,-0.01,10.0,97.51
2022-06-30T00:51:21.132494Z,,,,,97.52
2022-06-30T00:52:21.339739Z,75.97,2.48,,,
2022-06-30T00:53:22.034588Z,76.05,2.5,-0.0,10.0,
2022-06-30T00:54:22.389303Z,,,,9.99,97.53
2022-06-30T00:55:23.214732Z,76.43,2.49,-0.01,,
2022-06-30T00:56:23.425285Z,76.09,2.48,-0.0,9.99,97.53
2022-06-30T00:57:23.705275Z,,,,,97.48
2022-06-30T00:58:24.391968Z,76.18,2.49,,,
2022-06-30T00:59:24.906176Z,76.02,2.49,-0.0,9.99,97.44
2022-06-30T01:00:25.093046Z,,,,,97.5
2022-06-30T01:01:25.324496Z,75.8,2.5,-0.0,,
2022-06-30T01:02:25.743368Z,76.38,,,,97.53
2022-06-30T01:03:26.215820Z,,2.54,0.01,9.99,97.49
2022-06-30T01:04:26.284948Z,77.14,2.53,0.0,,
2022-06-30T01:05:27.306434Z,,,,,97.46
2022-06-30T01:06:27.518321Z,77.56,2.53,-0.01,,
2022-06-30T01:07:27.574399Z,77.09,2.52,-0.0,9.99,97.53
2022-06-30T01:08:27.682077Z,,,,,97.54
2022-06-30T01:09:28.417188Z,77.76,2.53,0.0,,
2022-06-30T01:10:29.200318Z,77.06,2.52,-0.01,9.99,97.48
2022-06-30T01:11:29.611993Z,,,,,97.47
2022-06-30T01:12:30.066052Z,77.06,2.52,,,
2022-06-30T01:13:30.082155Z,76.82,2.5,0.0,9.99,97.45
2022-06-30T01:14:30.551920Z,,,,,97.48
2022-06-30T01:15:30.584332Z,76.55,2.51,-0.0,,
2022-06-30T01:16:30.686141Z,76.6,2.49,0.0,9.99,97.55
2022-06-30T01:17:31.774766Z,,,,,97.5
2022-06-30T01:18:31.715471Z,75.01,2.46,0.01,,
2022-06-30T01:19:31.808734Z,74.89,2.45,-0.0,9.99,97.47
2022-06-30T01:20:31.975504Z,,,,,97.52
2022-06-30T01:21:32.452448Z,75.25,2.47,-0.01,,
2022-06-30T01:22:32.530562Z,75.69,2.46,0.0,9.99,97.53
2022-06-30T01:23:33.340526Z,,,,,97.55
2022-06-30T01:24:33.391797Z,75.66,2.47,-0.01,,
2022-06-30T01:25:33.570217Z,,,,,97.55
2022-06-30T01:26:34.030742Z,75.18,2.46,0.01,,
2022-06-30T01:27:34.045427Z,76.27,2.5,0.0,9.99,97.55
2022-06-30T01:28:34.545341Z,,,,,97.56
2022-06-30T01:29:34.517189Z,76.9,2.52,0.0,,
2022-06-30T01:30:34.509141Z,76.97,2.51,,9.99,97.51
2022-06-30T01:31:34.620736Z,,,,,97.52
2022-06-30T01:32:34.690737Z,77.23,2.53,-0.0,,
