time,alkalinity_mgl,co2_mgl,h2s_ugl,o2_mgl,o2_sat
2022-06-28T00:00:52.222152Z,41.43,1.71,0.04,10.42,102.41
2022-06-28T00:02:52.775426Z,42.3,1.76,0.05,10.42,102.35
2022-06-28T00:03:52.999496Z,42.6,1.75,0.05,10.42,102.34
2022-06-28T00:05:53.207253Z,41.93,1.73,0.04,10.42,102.33
2022-06-28T00:07:53.330998Z,41.37,1.7,0.05,,102.33
2022-06-28T00:08:53.791786Z,41.13,1.72,0.06,10.42,102.35
2022-06-28T00:10:54.175301Z,41.84,1.74,0.05,,102.37
2022-06-28T00:11:54.996442Z,41.3,1.7,0.06,10.42,102.34
2022-06-28T00:13:55.792968Z,42.02,1.74,0.05,,102.37
2022-06-28T00:14:55.835476Z,42.01,1.73,0.05,10.42,102.32
2022-06-28T00:16:57.418556Z,41.85,1.74,0.04,,102.36
2022-06-28T00:17:57.798729Z,42.16,1.74,0.05,10.42,102.37
2022-06-28T00:19:58.265768Z,42.1,1.74,0.05,,102.36
2022-06-28T00:20:58.287080Z,42.81,1.77,,10.42,102.35
2022-06-28T00:22:58.905137Z,42.68,1.77,0.06,,102.35
2022-06-28T00:23:59.173943Z,42.14,1.73,0.05,10.42,102.36
2022-06-28T00:25:59.944555Z,42.24,1.74,0.05,,102.36
2022-06-28T00:26:59.959031Z,42.45,1.76,0.05,10.42,102.35
2022-06-28T00:29:01.347872Z,42.62,1.77,0.05,10.42,102.38
2022-06-28T00:30:01.497140Z,42.57,1.75,0.05,10.42,102.35
2022-06-28T00:32:01.955768Z,41.78,1.72,0.05,10.42,102.39
2022-06-28T00:34:02.996371Z,41.97,1.73,0.05,,102.38
2022-06-28T00:35:03.041912Z,42.37,1.76,0.05,10.42,102.41
2022-06-28T00:37:03.065218Z,41.81,1.73,0.05,10.43,
2022-06-28T00:38:03.892137Z,41.99,1.74,0.05,,102.41
2022-06-28T00:40:04.844353Z,41.99,1.73,0.05,10.42,102.4
2022-06-28T00:41:05.481777Z,42.08,1.74,,10.42,102.4
2022-06-28T00:43:05.902100Z,41.95,1.73,,10.43,102.42
2022-06-28T00:44:05.991491Z,42.03,1.74,0.05,,102.43
2022-06-28T00:46:06.934256Z,41.76,1.72,0.04,10.42,102.4
2022-06-28T00:47:07.034849Z,41.88,1.73,0.05,,102.41
2022-06-28T00:49:07.333324Z,41.89,1.71,0.05,10.42,102.41
2022-06-28T00:50:07.647974Z,41.46,1.72,,,102.42
2022-06-28T00:52:08.386665Z,42.6,1.75,0.05,10.42,102.39
2022-06-28T00:53:08.415945Z,42.19,1.75,0.04,,102.34
2022-06-28T00:55:08.891124Z,42.07,1.73,0.04,10.42,102.34
2022-06-28T00:56:09.528946Z,41.8,,0.05,10.43,102.4
2022-06-28T00:58:10.531881Z,42.73,1.76,0.06,10.42,102.37
2022-06-28T01:00:11.706104Z,41.89,1.73,0.05,10.42,102.32
2022-06-28T01:01:11.898430Z,42.52,1.76,0.05,10.42,102.37
2022-06-28T01:03:12.115922Z,42.03,1.74,0.06,10.43,102.41
2022-06-28T01:04:12.657344Z,42.01,1.74,0.05,,102.39
2022-06-28T01:06:13.894529Z,42.71,1.76,0.05,10.43,102.38
2022-06-28T01:07:13.995389Z,42.24,1.74,0.04,10.43,102.38
2022-06-28T01:09:15.334972Z,42.88,1.78,0.04,10.43,102.46
2022-06-28T01:10:16.130232Z,42.93,1.78,,10.43,102.45
2022-06-28T01:12:16.488435Z,42.35,1.75,0.05,10.43,102.44
2022-06-28T01:13:16.781295Z,42.2,1.74,,10.43,102.46
2022-06-28T01:15:17.365490Z,42.72,1.76,,10.43,102.46
2022-06-28T01:16:17.540468Z,42.47,1.75,0.05,10.43,102.46
2022-06-28T01:18:17.944160Z,42.15,1.73,0.04,10.43,102.46
2022-06-28T01:19:18.098312Z,41.83,1.74,0.05,10.43,102.46
2022-06-28T01:21:18.867214Z,41.94,1.73,0.05,10.43,102.46
2022-06-28T01:22:18.934800Z,42.31,1.75,,10.43,102.44
2022-06-28T01:24:19.012999Z,42.32,,0.06,10.43,102.46
2022-06-28T01:25:19.145081Z,41.97,,,,
2022-06-28T01:26:19.343159Z,,1.75,,,102.48
2022-06-28T01:27:19.738596Z,42.17,1.73,0.05,10.43,102.44
2022-06-28T01:29:20.994314Z,42.3,1.75,0.05,10.43,102.45
2022-06-28T01:30:21.920447Z,41.6,1.72,0.05,10.43,102.43
2022-06-28T01:32:22.093563Z,42.04,1.75,0.05,10.43,102.38
2022-06-28T01:33:22.447291Z,42.1,1.73,0.04,10.43,102.42
2022-06-28T01:35:22.934843Z,41.81,1.73,0.07,10.43,102.44
2022-06-28T01:36:22.947971Z,41.76,1.74,0.06,10.43,102.45
2022-06-28T01:38:23.220195Z,41.86,1.72,0.04,10.43,102.44
2022-06-28T01:39:23.711053Z,41.78,1.72,0.05,10.43,102.46
2022-06-28T01:41:24.994841Z,42.1,1.73,0.06,10.43,102.47
2022-06-28T01:42:25.649486Z,42.12,1.75,0.05,10.43,102.51
2022-06-28T01:44:26.144172Z,42.07,1.74,0.04,10.44,102.49
2022-06-28T01:45:26.265718Z,41.95,1.74,0.05,10.43,102.5
2022-06-28T01:47:26.721264Z,41.75,1.73,0.04,10.43,102.47
2022-06-28T01:48:27.116405Z,42.1,,,,
2022-06-28T01:49:27.242035Z,,1.76,0.05,10.44,102.49
2022-06-28T01:50:28.003164Z,42.38,1.74,0.04,10.43,102.5
2022-06-28T01:52:29.135207Z,41.33,,0.04,10.43,102.47
2022-06-28T01:53:29.767284Z,41.64,1.72,0.06,10.43,102.43
2022-06-28T01:55:31.000612Z,41.1,1.71,0.05,10.43,102.47
2022-06-28T01:56:31.426150Z,41.37,1.7,0.05,10.43,102.45
2022-06-28T01:58:32.278941Z,40.65,,0.05,10.43,102.42
2022-06-28T01:59:32.793297Z,41.39,1.71,0.04,10.43,102.42
2022-06-28T02:01:33.752364Z,40.37,1.63,0.17,10.31,102.48
2022-06-28T02:02:34.145441Z,34.6,1.35,0.15,10.21,101.31
2022-06-28T02:04:35.073913Z,27.78,1.1,,10.11,100.14
2022-06-28T02:05:35.176042Z,24.96,1.02,0.14,10.09,99.93
2022-06-28T02:07:35.636735Z,22.28,0.92,0.12,,99.72
2022-06-28T02:08:36.335825Z,22.32,,0.11,10.08,
2022-06-28T02:10:37.202421Z,21.55,0.87,0.12,,99.69
2022-06-28T02:12:37.575761Z,21.24,0.87,0.11,,99.72
2022-06-28T02:13:37.941139Z,21.07,0.88,0.14,10.08,
2022-06-28T02:14:38.190567Z,21.2,,,,
2022-06-28T02:15:38.277244Z,,0.9,0.14,,99.72
2022-06-28T02:16:38.865461Z,22.2,0.92,0.12,10.08,
2022-06-28T02:18:39.994714Z,22.0,0.93,0.11,,99.71
2022-06-28T02:19:40.225751Z,22.43,,0.1,10.08,99.69
2022-06-28T02:21:41.291048Z,23.43,,0.09,10.08,99.71
2022-06-28T02:22:41.417076Z,23.53,0.97,0.08,10.08,99.72
2022-06-28T02:24:42.037553Z,22.92,0.93,,10.08,
2022-06-28T02:25:42.477094Z,23.08,0.97,0.07,10.08,99.72
2022-06-28T02:27:43.053334Z,23.68,0.99,0.06,10.08,99.73
2022-06-28T02:28:43.295310Z,24.36,1.01,0.04,10.08,99.76
2022-06-28T02:30:44.335869Z,22.28,0.92,0.06,,99.8
2022-06-28T02:31:44.936301Z,22.81,0.95,,10.09,99.81
2022-06-28T02:33:45.503738Z,22.52,0.94,,10.09,99.82
2022-06-28T02:34:46.103016Z,23.26,0.98,0.04,10.09,99.82
2022-06-28T02:36:46.901285Z,24.06,1.01,0.03,10.09,99.82
2022-06-28T02:37:47.878320Z,24.09,0.98,0.03,10.09,99.82
2022-06-28T02:39:48.611309Z,23.45,0.98,,10.09,99.82
2022-06-28T02:40:49.604585Z,23.32,0.96,0.03,10.09,99.79
2022-06-28T02:42:50.699970Z,21.94,0.91,0.03,,99.77
2022-06-28T02:44:51.720681Z,22.07,0.92,0.02,10.09,99.77
2022-06-28T02:45:51.895180Z,21.6,0.87,-0.09,10.1,99.27
2022-06-28T02:47:52.008363Z,28.46,1.24,-0.08,10.31,100.94
2022-06-28T02:48:52.317989Z,32.66,1.39,-0.07,10.35,101.51
2022-06-28T02:50:52.786132Z,37.53,1.56,-0.07,10.39,101.97
2022-06-28T02:51:53.035552Z,38.53,1.61,-0.07,10.4,102.05
2022-06-28T02:53:54.076207Z,39.52,1.64,,10.4,102.08
2022-06-28T02:54:54.241960Z,39.39,1.63,-0.05,10.4,102.15
2022-06-28T02:56:55.047207Z,40.65,1.7,-0.04,10.4,102.14
2022-06-28T02:57:55.388767Z,41.43,1.7,-0.05,10.41,102.19
2022-06-28T02:59:55.490248Z,40.84,1.68,-0.04,10.41,102.2
2022-06-28T03:01:56.905546Z,40.67,1.69,-0.04,10.41,102.2
2022-06-28T03:02:56.859257Z,40.92,,-0.04,10.41,102.21
2022-06-28T03:04:57.214594Z,41.21,1.69,-0.02,10.41,102.24
2022-06-28T03:05:57.827013Z,40.67,1.68,-0.04,10.41,102.22
2022-06-28T03:07:59.346909Z,40.79,1.68,,10.4,102.15
2022-06-28T03:08:59.388298Z,40.99,1.69,-0.04,,102.18
2022-06-28T03:10:59.868747Z,41.2,1.7,-0.02,10.4,102.14
2022-06-28T03:12:00.045887Z,40.7,1.68,-0.03,10.41,102.15
2022-06-28T03:14:00.415603Z,40.42,1.68,-0.02,10.41,102.15
2022-06-28T03:15:01.250765Z,40.46,1.67,-0.02,10.4,102.12
2022-06-28T03:17:01.594212Z,40.5,1.68,-0.02,10.41,102.18
2022-06-28T03:18:01.626409Z,40.67,,-0.0,10.4,102.19
2022-06-28T03:20:01.970765Z,40.19,1.67,-0.02,10.4,102.11
2022-06-28T03:21:02.795731Z,40.68,,,,
2022-06-28T03:22:03.145628Z,,1.67,-0.0,10.4,102.11
2022-06-28T03:23:03.344103Z,40.26,1.66,-0.01,10.41,102.14
2022-06-28T03:24:04.296439Z,40.3,,,,
2022-06-28T03:25:04.381840Z,,1.68,,,102.09
2022-06-28T03:26:05.266774Z,40.42,1.67,-0.01,10.41,102.13
2022-06-28T03:28:05.890639Z,40.11,1.67,0.0,10.41,102.15
2022-06-28T03:29:06.089150Z,40.77,1.68,-0.0,10.41,102.16
2022-06-28T03:31:06.826188Z,40.35,1.66,-0.01,,102.11
2022-06-28T03:32:07.217293Z,40.08,1.67,-0.0,10.41,102.14
2022-06-28T03:34:08.693578Z,40.36,1.66,-0.01,10.42,102.22
2022-06-28T03:35:09.155336Z,40.21,1.68,-0.01,10.41,102.2
2022-06-28T03:37:09.428369Z,39.76,1.64,-0.01,,102.2
2022-06-28T03:38:09.725124Z,39.94,1.67,-0.0,10.41,102.16
2022-06-28T03:40:10.370748Z,40.39,1.67,-0.0,,102.2
2022-06-28T03:41:10.403878Z,40.35,1.66,-0.0,10.41,102.25
2022-06-28T03:43:12.235061Z,39.55,1.65,0.0,,102.16
2022-06-28T03:44:12.342233Z,40.27,1.66,0.0,10.4,102.11
2022-06-28T03:46:12.717398Z,39.65,1.64,0.01,10.41,
2022-06-28T03:47:12.846509Z,40.03,1.67,-0.0,,
2022-06-28T03:48:13.436719Z,,,,,102.19
2022-06-28T03:49:13.385623Z,39.99,1.66,0.01,10.41,102.21
2022-06-28T03:51:13.887219Z,40.26,1.65,0.0,10.41,102.16
2022-06-28T03:52:14.347234Z,40.12,1.67,0.0,,102.23
2022-06-28T03:54:16.180091Z,39.96,1.63,0.01,10.41,102.23
2022-06-28T03:55:16.436720Z,39.73,1.66,0.01,,102.19
2022-06-28T03:57:17.124143Z,40.66,1.68,0.0,,102.17
2022-06-28T03:58:17.777613Z,40.52,1.67,0.0,10.41,102.21
2022-06-28T04:00:18.339717Z,40.1,1.65,0.0,,102.22
2022-06-28T04:01:18.383004Z,40.08,1.66,0.02,10.41,102.16
2022-06-28T04:03:18.772960Z,39.97,1.64,0.0,,102.16
2022-06-28T04:04:18.836418Z,39.25,1.64,0.02,10.41,102.17
2022-06-28T04:06:19.785472Z,40.53,1.67,0.01,,102.18
2022-06-28T04:07:19.851479Z,39.75,1.65,0.02,10.41,102.26
2022-06-28T04:09:20.997302Z,40.69,1.69,0.01,,102.21
2022-06-28T04:11:21.088043Z,40.37,1.67,0.02,10.42,102.28
2022-06-28T04:12:21.190325Z,40.34,1.67,0.01,10.42,102.25
2022-06-28T04:14:21.528282Z,40.97,1.69,0.02,10.41,102.26
2022-06-28T04:15:21.792378Z,40.81,,0.01,,102.29
2022-06-28T04:17:22.041834Z,40.72,1.69,0.0,10.41,102.27
2022-06-28T04:18:22.974843Z,40.88,1.7,0.02,10.42,102.29
2022-06-28T04:20:23.624812Z,40.18,1.66,0.01,,102.34
2022-06-28T04:21:24.464269Z,40.0,1.64,0.01,10.42,102.29
2022-06-28T04:23:25.112860Z,39.91,1.65,0.0,,102.34
2022-06-28T04:24:25.204338Z,40.52,1.67,0.02,10.42,102.37
2022-06-28T04:26:25.701407Z,39.84,1.65,0.0,,102.35
2022-06-28T04:27:26.015441Z,40.65,1.69,0.01,10.42,102.36
2022-06-28T04:29:26.931396Z,40.65,1.68,0.02,,102.36
2022-06-28T04:31:27.229679Z,39.62,1.62,,10.42,102.35
2022-06-28T04:32:27.330424Z,40.06,1.68,0.02,,102.35
2022-06-28T04:34:28.591404Z,40.2,1.67,,10.42,102.36
2022-06-28T04:35:28.605262Z,39.85,1.63,0.02,,102.36
2022-06-28T04:37:29.533282Z,40.18,1.66,0.01,10.42,102.37
2022-06-28T04:38:29.804445Z,39.93,1.65,0.02,,102.37
2022-06-28T04:40:30.916162Z,40.1,1.67,0.02,10.42,102.35
2022-06-28T04:41:31.145571Z,40.26,1.65,0.02,,102.37
2022-06-28T04:43:31.909388Z,39.36,1.62,0.02,,102.38
2022-06-28T04:44:32.023433Z,39.43,1.65,0.02,10.42,102.35
2022-06-28T04:46:32.722945Z,39.8,1.66,0.02,,
2022-06-28T04:47:33.221101Z,40.25,1.66,0.03,10.42,102.36
2022-06-28T04:49:33.990552Z,39.55,1.63,0.02,,102.37
2022-06-28T04:50:34.206951Z,39.83,1.67,0.02,10.42,102.37
2022-06-28T04:52:34.979857Z,39.04,1.63,0.02,,102.37
2022-06-28T04:53:35.612803Z,39.82,1.65,0.01,10.42,102.38
2022-06-28T04:55:36.293051Z,39.26,1.63,0.01,,
2022-06-28T04:56:37.195399Z,39.78,,,,
2022-06-28T04:57:37.352076Z,,1.66,0.03,10.42,102.38
2022-06-28T04:58:37.336943Z,40.17,1.65,0.02,,
2022-06-28T05:00:37.776371Z,39.36,1.61,0.01,10.42,102.38
2022-06-28T05:01:37.799482Z,39.7,1.65,0.02,,
2022-06-28T05:03:37.914470Z,39.4,1.63,0.02,10.42,102.38
2022-06-28T05:04:37.926353Z,39.75,1.64,,,
2022-06-28T05:06:39.101849Z,39.65,1.63,0.01,,102.38
2022-06-28T05:07:39.140349Z,39.41,1.64,0.02,10.42,
2022-06-28T05:09:40.407870Z,39.82,1.65,0.02,,
2022-06-28T05:10:40.571244Z,40.26,1.66,0.02,10.42,102.37
2022-06-28T05:12:41.799275Z,39.12,1.62,0.02,,102.38
2022-06-28T05:13:41.986693Z,39.16,1.61,0.03,10.42,102.37
2022-06-28T05:15:42.384499Z,38.25,1.59,0.01,,102.38
2022-06-28T05:17:44.017582Z,39.52,1.63,0.02,10.42,102.38
2022-06-28T05:18:44.474428Z,39.28,1.63,0.02,,
2022-06-28T05:19:45.283585Z,38.98,1.62,0.02,10.43,102.43
2022-06-28T05:21:45.824825Z,39.19,1.62,0.02,10.42,102.43
2022-06-28T05:22:45.899375Z,38.67,1.6,0.02,10.42,
2022-06-28T05:23:46.915534Z,,,,,102.41
2022-06-28T05:24:47.736366Z,39.13,1.62,0.02,,102.43
2022-06-28T05:26:48.772443Z,39.23,1.62,0.01,10.42,102.41
2022-06-28T05:27:48.811962Z,39.64,1.64,0.02,,102.38
2022-06-28T05:29:48.891095Z,39.3,1.61,0.02,10.42,
2022-06-28T05:30:48.989102Z,39.08,1.62,0.03,,102.4
2022-06-28T05:32:50.289785Z,39.14,1.61,0.02,10.43,102.41
2022-06-28T05:33:50.604025Z,39.11,1.62,,10.42,102.41
2022-06-28T05:35:52.025513Z,39.53,1.64,0.02,10.42,102.41
2022-06-28T05:36:52.600714Z,39.35,1.63,,10.43,102.43
2022-06-28T05:38:52.873851Z,39.55,1.64,0.02,,102.43
2022-06-28T05:39:53.551329Z,40.08,1.67,0.03,10.43,
2022-06-28T05:41:54.095240Z,39.77,1.63,0.02,10.43,102.42
2022-06-28T05:42:54.386944Z,39.03,1.62,0.03,10.43,102.43
2022-06-28T05:44:54.435359Z,39.95,1.67,0.02,10.43,102.43
2022-06-28T05:45:55.147393Z,40.08,,,,
2022-06-28T05:46:55.443961Z,,1.64,0.02,10.43,102.43
2022-06-28T05:47:55.806005Z,38.75,1.59,0.02,10.43,102.46
2022-06-28T05:49:56.405485Z,39.76,1.66,0.02,10.43,102.43
2022-06-28T05:50:56.470858Z,39.41,1.62,0.02,10.43,102.44
2022-06-28T05:52:56.673840Z,39.0,1.63,0.02,10.43,102.43
2022-06-28T05:53:56.954348Z,39.77,1.64,0.03,10.43,102.44
2022-06-28T05:55:58.344335Z,38.99,1.61,0.03,10.43,102.43
2022-06-28T05:56:58.470862Z,39.7,1.64,0.02,10.43,102.46
2022-06-28T05:58:59.132192Z,39.37,1.62,0.01,10.43,102.48
2022-06-28T05:59:59.165857Z,39.17,1.61,0.02,,102.48
2022-06-28T06:01:59.383112Z,39.19,1.62,0.02,10.43,102.45
2022-06-28T06:02:59.396639Z,39.19,1.6,0.03,,
2022-06-28T06:04:00.283121Z,,,,10.43,102.44
2022-06-28T06:05:00.291807Z,40.06,1.65,0.03,10.43,
2022-06-28T06:07:01.340073Z,39.32,1.62,0.03,10.43,102.43
2022-06-28T06:08:01.296682Z,38.98,1.61,0.02,10.43,102.43
2022-06-28T06:10:02.176324Z,38.88,1.62,0.03,10.43,102.43
2022-06-28T06:11:02.647318Z,38.83,1.59,0.02,10.42,102.4
2022-06-28T06:13:03.534885Z,38.84,,0.02,10.43,102.43
2022-06-28T06:14:04.222885Z,39.31,1.64,0.02,,102.45
2022-06-28T06:16:05.203345Z,39.6,1.65,0.03,10.43,102.46
2022-06-28T06:17:05.198096Z,39.68,1.64,0.03,,102.48
2022-06-28T06:19:05.476756Z,39.84,1.65,0.03,,102.46
2022-06-28T06:20:05.746811Z,39.53,1.65,0.02,10.43,102.49
2022-06-28T06:22:06.349711Z,43.52,1.82,,10.46,102.7
2022-06-28T06:23:06.396771Z,45.47,,,,
2022-06-28T06:24:06.622322Z,,2.02,0.04,10.48,102.93
2022-06-28T06:25:06.969080Z,50.33,2.1,0.05,10.5,103.1
2022-06-28T06:27:07.205666Z,55.56,2.33,0.06,10.53,103.42
2022-06-28T06:28:07.146775Z,58.1,2.43,0.05,10.55,103.61
2022-06-28T06:30:08.206846Z,62.02,2.57,0.06,10.59,103.97
2022-06-28T06:31:08.197168Z,63.05,2.64,0.09,10.61,104.19
2022-06-28T06:33:08.439812Z,66.09,2.75,0.31,10.66,104.65
2022-06-28T06:34:08.652313Z,66.92,2.79,0.74,10.68,104.84
2022-06-28T06:36:08.712535Z,69.69,2.89,2.01,10.72,105.23
2022-06-28T06:38:09.134456Z,70.83,2.94,2.97,10.76,105.62
2022-06-28T06:39:09.805715Z,70.94,2.93,3.27,10.78,105.86
2022-06-28T06:40:10.147120Z,70.75,,,,
2022-06-28T06:41:10.533526Z,,2.95,3.54,10.82,106.27
2022-06-28T06:42:10.532819Z,72.07,2.98,3.51,10.84,106.46
2022-06-28T06:44:11.240441Z,72.69,3.0,3.32,10.88,106.87
2022-06-28T06:45:11.383090Z,72.95,3.03,3.16,10.9,107.0
2022-06-28T06:47:12.019836Z,74.61,3.08,2.76,10.93,107.38
2022-06-28T06:48:12.428324Z,74.7,3.1,2.55,10.96,107.59
2022-06-28T06:50:13.251332Z,76.15,3.17,2.14,11.0,107.95
2022-06-28T06:51:13.387403Z,77.55,3.21,1.94,11.02,108.18
2022-06-28T06:53:13.947023Z,78.59,,1.64,11.06,108.59
2022-06-28T06:54:14.296735Z,79.2,3.28,1.52,11.07,108.74
2022-06-28T06:56:14.792287Z,79.06,3.27,1.28,11.11,109.14
2022-06-28T06:58:15.697847Z,81.05,3.37,1.13,11.15,109.51
2022-06-28T06:59:15.725237Z,81.68,3.37,1.07,11.16,109.63
2022-06-28T07:01:17.456531Z,81.19,3.37,0.97,11.2,109.97
2022-06-28T07:02:17.765669Z,81.67,3.37,0.93,11.21,110.12
2022-06-28T07:04:18.148519Z,83.56,3.47,0.84,11.25,110.47
2022-06-28T07:05:18.420254Z,84.23,3.49,0.8,11.26,110.58
2022-06-28T07:07:18.532707Z,84.68,3.51,0.73,11.29,110.89
2022-06-28T07:08:18.616028Z,84.74,3.51,0.71,11.3,111.01
2022-06-28T07:10:18.932874Z,86.02,3.57,0.67,11.34,111.34
2022-06-28T07:11:18.937877Z,86.96,,,,
2022-06-28T07:12:19.192116Z,,3.59,0.63,11.37,111.6
2022-06-28T07:13:19.316211Z,87.28,3.61,0.61,11.38,111.78
2022-06-28T07:15:19.780122Z,88.71,3.67,0.59,11.41,112.06
2022-06-28T07:16:19.822333Z,88.46,3.65,0.57,11.42,112.21
2022-06-28T07:18:21.027869Z,89.32,3.7,0.55,11.44,112.4
2022-06-28T07:19:21.391747Z,89.72,3.72,0.54,11.46,112.55
2022-06-28T07:21:21.668220Z,91.26,3.77,0.54,11.48,112.79
2022-06-28T07:22:21.779210Z,92.1,3.84,0.52,11.5,112.91
2022-06-28T07:24:21.917772Z,93.71,3.88,0.51,11.53,113.21
2022-06-28T07:25:21.942904Z,94.02,3.9,0.5,11.54,113.31
2022-06-28T07:27:22.234394Z,93.91,3.88,0.5,11.57,113.63
2022-06-28T07:28:22.298798Z,94.68,3.94,0.49,11.58,
2022-06-28T07:29:22.530372Z,,,,,113.88
2022-06-28T07:30:22.495697Z,95.71,3.97,0.48,11.61,114.0
2022-06-28T07:32:22.973378Z,96.01,3.98,0.47,,114.15
2022-06-28T07:33:22.985807Z,96.02,3.99,0.46,11.64,114.28
2022-06-28T07:35:24.721786Z,98.51,4.07,0.45,11.66,114.54
2022-06-28T07:36:25.115712Z,97.88,4.04,0.46,11.67,114.61
2022-06-28T07:38:25.966029Z,99.33,4.11,0.45,11.7,114.87
2022-06-28T07:39:26.022443Z,99.97,4.16,0.44,,114.98
2022-06-28T07:41:26.617382Z,101.44,4.21,0.45,11.73,115.21
2022-06-28T07:42:26.621735Z,102.51,4.22,0.44,11.75,115.35
2022-06-28T07:44:26.980239Z,102.72,4.26,0.43,11.76,115.5
2022-06-28T07:45:27.076657Z,103.8,4.28,0.44,11.77,115.62
2022-06-28T07:47:27.580594Z,103.54,4.29,,11.8,115.9
2022-06-28T07:49:27.948884Z,105.18,4.36,0.41,11.82,116.11
2022-06-28T07:50:28.114326Z,105.29,4.35,0.42,11.83,116.23
2022-06-28T07:52:29.392919Z,105.26,4.35,0.41,11.85,116.39
2022-06-28T07:53:29.413406Z,106.43,4.44,,11.86,116.51
2022-06-28T07:55:30.704804Z,109.27,4.51,0.41,11.88,116.71
2022-06-28T07:56:31.169211Z,109.15,4.53,0.4,11.89,116.81
2022-06-28T07:58:31.690151Z,109.55,4.54,,11.92,117.0
2022-06-28T07:59:31.944467Z,109.8,4.55,0.4,11.93,117.2
2022-06-28T08:01:32.537964Z,110.52,4.59,0.41,11.95,117.36
2022-06-28T08:02:33.499237Z,111.66,4.64,0.39,11.96,117.48
2022-06-28T08:04:33.951502Z,112.71,4.68,0.4,,117.69
2022-06-28T08:06:34.218685Z,113.58,4.72,0.39,12.0,117.82
2022-06-28T08:07:34.450238Z,115.06,4.78,0.4,12.01,117.97
2022-06-28T08:09:35.446816Z,115.41,4.76,0.4,12.03,118.17
2022-06-28T08:10:35.834554Z,115.62,4.8,0.41,12.04,118.24
2022-06-28T08:12:37.416892Z,118.7,4.91,0.4,12.06,118.46
2022-06-28T08:13:37.725681Z,117.79,4.87,,12.07,118.59
2022-06-28T08:15:37.877828Z,118.91,,0.39,12.09,118.7
2022-06-28T08:16:37.878272Z,119.9,4.97,,12.1,118.83
2022-06-28T08:18:38.339548Z,120.83,5.03,0.4,12.12,119.04
2022-06-28T08:19:38.955456Z,120.83,5.0,,12.13,119.11
2022-06-28T08:21:39.235754Z,122.46,5.06,0.4,12.15,119.36
2022-06-28T08:22:39.415822Z,122.18,5.05,0.39,12.16,119.45
2022-06-28T08:24:40.378107Z,124.02,5.13,,12.17,119.55
2022-06-28T08:25:40.599269Z,124.04,5.14,0.39,12.18,119.63
2022-06-28T08:27:41.374233Z,123.65,5.12,0.4,12.2,119.83
2022-06-28T08:29:43.114332Z,126.34,5.21,0.39,12.21,119.97
2022-06-28T08:30:43.363870Z,126.51,5.24,0.41,12.22,120.05
2022-06-28T08:32:43.844595Z,126.22,5.22,0.41,,120.25
2022-06-28T08:33:44.247370Z,127.34,5.28,0.4,12.25,120.33
2022-06-28T08:35:45.381753Z,128.95,5.33,0.39,,120.46
2022-06-28T08:36:46.015537Z,128.94,5.34,0.41,12.27,120.56
2022-06-28T08:38:46.334135Z,130.03,5.39,0.4,12.3,120.77
2022-06-28T08:39:46.817792Z,130.35,,0.4,,120.8
2022-06-28T08:41:47.323526Z,131.44,5.44,,12.32,120.97
2022-06-28T08:42:48.023177Z,131.89,5.47,0.41,12.33,121.03
2022-06-28T08:44:48.145836Z,133.25,5.52,,,121.19
2022-06-28T08:45:48.898172Z,133.17,5.52,0.42,12.35,121.31
2022-06-28T08:47:49.149153Z,134.89,5.59,0.43,,121.43
2022-06-28T08:48:50.069772Z,134.61,5.55,,12.37,121.5
2022-06-28T08:50:50.827855Z,135.97,5.63,,12.38,121.64
2022-06-28T08:52:51.031699Z,136.61,5.64,0.43,12.4,121.73
2022-06-28T08:53:51.111574Z,136.5,5.65,0.44,,121.81
2022-06-28T08:55:51.193451Z,138.65,5.75,0.44,12.41,121.91
2022-06-28T08:56:51.312156Z,139.66,5.77,0.43,12.42,121.97
2022-06-28T08:58:51.571814Z,139.82,5.78,0.44,,
2022-06-28T08:59:52.050288Z,140.15,5.81,0.45,,
2022-06-28T09:01:53.048209Z,141.95,5.91,0.45,,
2022-06-28T09:02:53.340201Z,142.37,5.86,0.46,,
2022-06-28T09:04:53.684966Z,143.19,5.94,0.45,,
2022-06-28T09:05:53.985144Z,144.46,5.97,0.45,,
2022-06-28T09:07:55.730503Z,144.79,6.01,0.45,,
2022-06-28T09:08:56.053248Z,145.18,5.99,0.46,,
2022-06-28T09:10:57.095946Z,145.53,6.01,0.46,,
2022-06-28T09:11:57.891933Z,146.44,,,,
2022-06-28T09:12:58.226052Z,,6.07,0.46,,
2022-06-28T09:13:58.539232Z,147.31,6.11,0.47,,
2022-06-28T09:15:58.713148Z,148.86,6.16,0.46,,
2022-06-28T09:16:59.028022Z,148.78,6.17,0.47,,
2022-06-28T09:18:59.549065Z,150.39,6.23,,,
2022-06-28T09:20:00.390049Z,149.96,6.18,0.46,,
2022-06-28T09:22:00.476676Z,145.95,6.0,0.46,,
2022-06-28T09:24:01.766568Z,139.67,5.72,0.44,12.43,122.04
2022-06-28T09:25:02.148439Z,134.27,5.49,0.44,,
2022-06-28T09:26:02.639457Z,,,,12.37,121.57
2022-06-28T09:27:02.474196Z,120.84,4.93,0.42,12.33,121.15
2022-06-28T09:28:03.125405Z,116.57,4.76,0.42,,
2022-06-28T09:29:03.234335Z,,,,12.25,120.38
2022-06-28T09:30:03.115193Z,107.4,4.39,,,
2022-06-28T09:31:03.330234Z,103.59,4.24,0.4,12.19,119.79
